OBJECTID,ID,P_UST,P_LDPNT_D2,P_DSLPM_D2,P_CANCR_D2,P_RESP_D2,P_PTRAF_D2,P_PWDIS_D2,P_PNPL_D2,P_PRMP_D2,P_PTSDF_D2,P_OZONE_D2,P_PM25_D2,P_UST_D2
40408,110010052013,83.4183089,69.24394128,68.98214754,64.00497193,63.95316761,91.32039732,72.5174265,71.5532251,67.1503916,92.48791833,63.29470864,63.19579025,73.9773389
40409,110010052014,94.68729265,8.448411222,4.324899545,13.56965004,13.48892851,0.286713321,28.783834,9.201627278,10.65492909,0.079924396,23.95992948,23.40290318,0.78265911
40410,110010053011,95.15958847,7.009537046,11.88517922,26.46327716,26.25433916,1.067244829,29.84105186,16.7903518,18.39208224,0.290547198,37.5505777,37.03740507,1.778468336
40411,110010053012,59.32265116,5.287698528,8.337878659,21.15825852,20.92817118,0.352854731,27.78356612,13.59956956,16.60198979,0.159963115,32.34972909,31.77416579,17.40940072
40412,110010053013,87.5718956,19.36355578,14.12596428,29.49767861,29.21635371,0.421041413,29.54026461,17.94449313,21.47000056,0.233708549,40.14712185,39.69320475,6.013148276
40413,110010053014,61.66885389,4.578701624,7.687027269,20.00712031,19.78034572,0.518256142,28.18393151,13.0545249,15.43197974,0.169693426,31.18900891,30.5753618,15.62254408
40414,110010055001,55.32911995,4.58451658,7.491033571,19.76962974,19.55810002,0.132312092,22.3101738,13.90260425,17.93486342,0.174093818,30.93161959,30.33605094,19.06428615
40415,110010055002,91.45636483,31.91109207,5.278614201,15.41299688,15.32427457,0.161463274,16.79141453,11.84301599,24.76655104,0.131048084,26.14863318,25.61810076,1.690158989
40416,110010055003,89.22028318,25.88132572,7.157511059,19.14626966,18.95749962,0.364032458,22.93807162,13.32456367,24.38613482,0.117152735,30.28882993,29.7247282,2.913272203
40417,110010055004,78.90555066,34.41846303,39.04954017,51.15651144,51.04211334,3.714301539,28.7280664,38.48445255,44.03877171,2.290900888,54.49615612,54.4882594,24.3821713
40418,110010055005,79.22356753,11.67883144,16.83529522,32.90721317,32.57892563,0.604939052,25.77811497,20.97665609,26.02045633,0.308305465,42.79135765,42.4401591,11.84232334
40419,110010056001,98.3011454,69.86470353,68.1355058,63.5151386,63.44655559,92.95247597,79.99804989,69.49939326,62.13351533,90.260496,62.89347019,62.82003589,83.96760518
40420,110010056002,96.47402643,16.44787181,5.996601063,16.88586145,16.77802117,0.099518046,12.9298341,12.08078837,29.61569568,0.12763179,27.8632684,27.36483446,0.657932969
40421,110010056003,91.68838902,67.98935432,65.16487005,61.63903651,61.60334838,86.67341291,73.36101938,66.89956194,60.83709965,86.54257462,61.46973563,61.43767621,74.04521329
40422,110010056004,98.13752576,82.12705333,82.52503766,75.83442433,75.62171232,97.92060448,82.02121948,81.76688488,68.79164325,98.45317629,72.85404226,72.320726,94.73464396
40423,110010058001,89.57430895,28.76397352,5.409897388,16.47309483,16.35277853,0.416059323,44.87275665,6.737162729,14.43091711,0.113795585,27.55646453,26.87633577,2.339181729
40424,110010058002,84.81297246,67.53663527,73.22573532,66.95156661,66.87150209,92.82773279,65.6540686,78.56523275,69.95507741,93.8725833,65.57108804,65.42869827,77.41663811
40425,110010059001,92.86087303,72.73302552,80.20224695,73.1810132,72.97285781,97.58247775,66.3955055,85.2094696,75.78259341,97.2203974,70.54305523,70.19992858,87.57817852
40426,110010062021,74.0543607,62.92312043,48.97533271,55.29626437,55.28837059,7.708177671,37.73944671,41.36984961,51.14201327,9.331146474,57.03742906,57.05654615,33.72152498
40427,110010064001,99.06195651,91.81140609,91.05331712,89.08362969,88.7612006,95.928442,82.70322286,97.11080831,73.97909278,98.52638242,85.29417374,84.2037794,98.9176853
40428,110010064002,95.2378224,91.69800165,89.20243473,86.54863519,86.15071924,93.51382889,82.45507091,96.32059988,72.23003091,97.5465282,82.65040858,81.60053466,95.87468782
40429,110010065001,84.19561035,9.685761841,18.85613484,34.93818159,34.60774287,6.749234934,29.0900086,5.705278155,27.55122413,0.906079523,44.64731702,44.08268141,9.856078407
40430,110010065002,83.44591668,12.39598099,23.42749615,39.67680018,39.27967232,0.77528469,29.43712846,7.287977831,32.13170127,1.376082773,47.80032691,47.38118767,12.46741952
40431,110010066001,84.40598499,0.116884761,1.705668636,5.820009787,5.875350636,1.796193019,23.3896501,0.852926972,9.17489598,0.094822439,13.30534504,12.40530929,1.70495094
40432,110010067001,93.36290091,6.403034457,16.67553751,29.41547784,29.11758096,10.39468256,30.0571223,3.367773478,23.46389939,1.334054672,40.61188819,39.6810769,3.007273341
40433,110010067002,93.63893328,0.639042746,3.635879581,9.014333588,9.023841967,2.730734074,23.22242844,0.8281721,11.93591109,0.256354379,18.56161739,17.3772557,0.655919959
40434,110010067003,83.79171206,0.196749404,2.406636878,6.352319548,6.409848166,1.387713105,22.7366662,0.645744853,9.990424194,0.13698407,14.34001489,13.25524747,1.924094966
40435,110010068011,94.57708652,68.30571,60.7965819,59.18384038,59.5215988,66.66830742,67.62200873,69.18727915,60.27962085,70.95721833,59.88999898,59.89505697,70.8296966
40436,110010068012,95.25181713,23.1718483,38.20329263,51.47851128,48.59849964,14.68855134,40.09694717,12.86144026,40.42077374,8.06765782,53.28445507,53.05582355,8.53687483
40437,110010068021,97.45276516,15.17155727,29.98938234,42.17593217,41.72463296,12.27227254,30.94767978,5.943910851,37.12217641,4.70678705,49.43018903,48.95567006,2.972566218
40438,110010068022,97.72156618,0.964454986,5.669640941,11.63844795,11.60948624,1.734564064,19.72035926,0.455164961,24.41950939,0.617837698,22.26231299,20.95818643,0.230853812
40439,110010068041,87.43350794,99.84222702,97.2407269,95.44186134,97.4992217,84.7049642,89.20042635,99.46812908,82.31851641,98.81854539,95.93197848,95.08652596,96.89104938
40440,110010069001,98.26316314,6.165235562,10.82110664,28.0194937,20.23470464,4.197688771,24.59596088,1.27931226,19.47302414,0.567670366,32.38396995,31.1755203,0.414683734
40441,110010069002,98.96383149,2.647344518,7.440870075,22.62856399,15.12915525,2.833846939,21.39246017,0.493282281,22.74438166,0.589867742,26.71039999,25.47830232,0.166432917
40442,110010070001,69.53599755,3.465536929,5.007379374,12.95777758,12.86085998,0.020363637,22.95796213,0.875401164,15.98751656,0.28807415,23.82106859,22.74324143,8.8021245
40443,110010070002,94.24162112,2.041064479,5.389382484,13.71435221,13.65260263,0.017190409,22.17302525,0.400220426,19.80796609,0.353641635,24.78551616,23.75705176,0.883477593
40444,110010071001,86.21021547,80.54312414,70.59517564,66.40947957,66.36563122,94.27820058,79.86325522,96.69263024,63.77293354,86.83149751,65.04872457,64.97965749,77.53364603
40445,110010071002,98.37773308,94.9831155,93.80142729,93.17248895,92.89755845,99.55546659,85.23099521,99.79340779,78.29009607,98.94592933,89.95327794,88.80665746,99.04908794
40446,110010072001,98.46708719,38.3849465,0.511690591,1.67366368,1.779264366,0.002645364,17.09153352,0.242775173,6.954687323,0.041269908,4.319987305,3.9635221,0.021285836
40447,110010072002,97.53409436,39.23504892,12.90540253,25.83763449,25.62404902,0.118857138,22.96984802,1.860732555,35.69241367,0.512001781,37.49531796,36.64806876,0.86734516
40448,110010073011,66.40005741,69.3352145,73.20899597,70.56776054,70.36022436,89.31761775,80.4807211,80.65328667,68.87352121,82.31123598,68.27387682,67.95788212,74.17824389
40449,110010073041,60.37664257,94.09390923,97.76046096,97.2489414,98.65259828,95.87017973,86.75789308,98.39008551,82.76138046,97.01278999,97.67497247,96.82613462,89.54258856
40450,110010073042,46.42344845,92.19950029,86.12364347,80.7592752,84.9609963,90.4278289,81.76415844,92.57768187,72.869045,90.01762144,81.29524658,80.28678258,74.48476987
40451,110010073043,42.98389986,87.87940354,81.38749953,75.351629,79.03635502,89.38648471,80.57572976,89.17879896,70.26241493,87.29813782,75.71535438,75.01966687,71.51870364
40452,110010074011,95.12302839,95.74754472,87.62056465,82.04257859,86.31041902,99.48850999,82.55409503,96.91656641,71.69683506,94.21066381,82.72488431,81.74274057,95.85131062
40453,110010074012,67.61657796,83.4660919,90.13393543,85.44898942,89.64768466,97.02337342,82.25579177,97.38073885,73.53679456,94.78906657,86.14700956,85.09081174,84.58786989
40454,110010074031,37.28709294,93.50863516,97.04600239,96.29106462,96.55112158,97.9539423,83.87982232,98.41868471,79.91569058,96.83537561,96.7569054,95.7557044,77.40543013
40455,110010074041,38.33598063,87.05379595,92.90617142,90.03873762,93.62126016,96.40644114,80.59276271,97.43190674,75.42053421,94.61293322,90.811772,89.4865723,74.64646156
40456,110010074042,39.83196875,87.65688773,88.72026591,83.98638474,88.31139404,91.75193587,80.23116915,95.28473471,73.06479659,91.90599623,84.61353589,83.59460989,73.20881903
40457,110010074043,51.61897867,70.64525055,70.6401316,65.58390151,67.49612099,82.81330359,73.84498992,82.87043054,63.51452042,79.92762505,65.93964451,65.79700082,69.55938846
40458,110010074061,70.70113254,85.60908944,96.83220808,97.99786891,97.86173031,97.00723715,84.46110101,99.17296565,79.8270974,97.97744131,96.48582562,95.48270889,92.06515908
40459,110010074062,64.35943834,90.82347392,94.3249061,95.59130855,95.28443163,97.07745288,79.58144132,98.30590645,77.23922799,96.00146873,92.94470222,91.68694437,87.00222198
40460,110010074071,16.24488857,84.36211034,89.57037375,84.90337317,89.16411433,93.24310834,78.3176805,96.99349369,72.4693026,93.79901682,85.5704966,84.56020709,63.67139863
40461,110010074072,85.43007514,93.28058395,94.74570277,92.57749974,95.60521686,97.32363652,84.123539,98.95347987,76.81136625,97.20995005,93.33025201,92.13603755,95.10695053
40462,110010074081,75.51393629,97.96289569,98.64844591,98.40073691,98.57512365,99.36379354,84.30093282,99.18896303,81.85523447,98.43585428,98.63947368,98.11978617,95.76311011
40463,110010074091,16.24488857,93.02913756,85.63500767,80.22151157,80.82504271,94.01351116,82.25190008,92.65275315,70.14986258,89.67060143,80.73314957,79.79701551,63.67139863
40464,110010074092,16.24488857,92.28172366,94.69484965,92.72577411,93.24886969,93.91290875,85.1477124,97.27164913,77.19433905,95.16778258,93.45403594,92.19544469,63.67139863
40465,110010074093,42.77729455,91.67997724,92.79835492,89.90782577,90.57645217,89.86532289,84.79162315,96.40761813,76.06613791,93.73144151,90.67155065,89.31384973,76.62298046
40466,110010075021,89.1726014,99.84058869,99.12818307,99.03360293,99.11752563,98.86602003,82.61872729,99.61835487,83.36165348,99.61464683,99.15052812,98.84919367,98.97752685
40467,110010075022,86.12446331,91.01904564,93.83213715,91.44363228,92.0450098,97.20713902,82.22104719,97.51690802,75.01514422,95.6827897,92.15784982,90.97715715,94.88115713
40468,110010075031,94.74633942,93.65158967,85.62344476,79.59661036,83.74049797,98.53213658,82.84230048,98.10811777,70.30560609,94.01749533,80.12046638,79.33395253,94.74344017
40469,110010075032,96.33282367,96.64261717,93.49511805,90.40717297,93.87457272,94.41132276,84.01414278,98.99916877,75.34842894,97.04071666,91.1668414,89.89208899,98.39435908
40470,110010075041,69.30635282,99.48141105,98.3804839,97.93286328,98.1596711,91.92134192,85.40112339,99.66262097,81.51284503,99.03986919,98.2606279,97.66580303,93.49209208
40471,110010076011,87.61127993,81.71059377,77.137221,70.30953434,73.21248676,98.25927053,81.96998735,95.27579552,66.44518261,89.02784241,70.55806924,70.33171961,84.15605408
40472,110010076012,93.52142721,88.55449329,78.08751285,71.17155936,74.20094078,94.16773771,80.54192364,94.21373348,66.5444966,88.83825149,71.33737992,71.12668888,89.0012736
40473,110010076013,55.99352516,98.33798657,93.90781211,90.49678215,93.94733036,99.34748831,85.67909003,99.45115035,76.5469077,97.58735849,91.21970887,90.04933434,82.55258531
40474,110010076014,16.24488857,91.34661112,87.3141173,80.996699,85.19920759,98.38436721,83.95391859,98.9686907,71.6380648,95.07338085,81.51498366,80.73568074,63.67139863
40475,110010076015,92.27239638,89.99726757,82.94114782,75.90864231,79.65137621,98.6700369,82.89916069,98.30635734,68.96015808,93.00579604,76.25476667,75.74485256,91.18886924
40476,110010076031,61.35962042,97.71575244,90.78591241,86.87773918,87.54074098,96.29398264,82.21974648,95.58715327,72.85573316,94.03819095,87.49150555,86.37342368,82.80991494
40477,110010076032,72.78407238,86.37172942,76.76992069,70.72502745,71.16057174,87.45689905,76.82767073,88.15639166,65.15526752,86.55807751,70.89830569,70.60985591,77.93707179
40478,110010076033,16.24488857,96.40722455,86.4911395,81.07313828,81.72847527,92.89439283,81.21773632,93.56403333,69.57570107,91.61038678,81.54753728,80.6738283,63.67139863
40479,110010076034,73.6232857,96.39252498,87.91320644,82.8489213,83.54964321,92.50389242,80.93797345,94.90079305,70.29648733,92.37631227,83.43638605,82.49232364,85.59976734
40480,110010076041,92.56730738,96.45379054,92.96100466,89.31180822,93.03434673,97.64714884,83.97369712,98.5471881,75.41930744,96.68833533,90.03869375,88.88215726,96.64478413
40481,110010076042,83.29682894,87.28367695,78.28309923,71.61867389,74.76552592,88.43083102,76.53661225,90.38691596,65.92432426,89.67672857,71.76355863,71.51888717,82.86257636
40482,110010076043,90.03695341,91.11844864,83.67416035,77.04776944,80.94158437,91.75564841,80.5274377,94.91396374,69.05059293,92.60110784,77.42694222,76.86033288,90.33707422
40483,110010076051,16.24488857,87.70587738,75.4792595,69.15400993,71.84446923,82.66690464,78.97750977,93.24039174,65.28509036,87.26979684,69.41251624,69.22743484,63.67139863
40484,110010076052,88.21708713,97.91624495,96.27597341,94.65791033,97.03155507,97.41810565,83.86613295,99.22335645,78.33255861,98.41584979,95.23782474,94.23318136,96.81964895
40485,110010076053,88.58990281,92.0263049,88.36505016,82.87007796,87.19847166,95.55869914,83.00675071,98.66671175,72.13803638,95.33617454,83.48078166,82.59331278,92.4545026
40486,110010077031,94.77093089,91.42471183,88.58949156,82.89578394,83.6004573,91.55116473,78.63773216,92.57446526,85.85685797,92.70576638,83.41331316,82.70697793,95.89379022
40487,110010077032,94.17637862,98.67923004,97.65576666,96.66091031,96.95388959,97.7104422,82.89840811,98.18235799,91.16774102,98.05624046,97.08359556,96.34252155,98.9745017
40488,110010077033,87.27273999,99.67103794,98.63900857,98.09702366,98.3206416,97.28823943,84.48017909,98.88974095,84.28827802,98.69301228,98.38073537,97.88611586,98.12496785
40489,110010077034,92.23801332,91.29817023,87.45484179,81.50356772,82.1343353,95.33181768,81.12050571,94.15082988,74.62997396,92.9512966,81.91403757,81.28684138,93.84893538
40490,110010077071,64.92137972,98.78587537,98.12949142,97.92683777,98.15019138,98.54398853,82.04722408,97.91458558,92.96546114,98.28281887,98.22933242,97.6466599,92.11044891
40491,110010077072,72.31222105,96.62246908,88.63119239,84.50216154,85.20444562,90.71000145,78.4106123,93.26790074,76.40595889,93.22782285,85.0709797,84.17827516,85.89864492
40492,110010077081,92.51147722,98.50863635,97.95384891,95.56178038,97.57006961,99.91406864,84.99658795,98.2814851,87.28987938,97.95684721,96.00163432,95.16958268,98.30168867
40493,110010077082,16.24488857,94.84336998,91.73905299,84.31348327,88.60582421,98.55406598,82.96774857,95.98538355,75.10036561,94.02300451,84.84448063,84.19437897,63.67139863
40494,110010077091,70.75156571,96.2820402,90.90882531,85.33782236,89.53585725,99.35408549,84.24670122,97.67646902,74.24428392,95.08569975,85.86903976,85.09739297,85.69930571
40495,110010077092,93.46335204,95.77811516,90.50039276,84.66531219,88.94447316,98.5291813,83.86895288,97.63125022,73.50597993,95.07529935,85.25233999,84.49289236,95.72165393
40496,110010078031,96.78629999,89.59961592,90.29975493,85.93975018,86.61694564,99.24479576,77.86491692,93.24450891,90.14079522,94.4421932,86.49541495,85.67573888,97.78566148
40497,110010078032,76.79711878,89.83395005,84.85994859,78.95857308,79.56901386,81.51713203,74.91208481,88.87602066,85.78848788,89.86250443,79.37066844,78.818924,84.79772962
40498,110010078033,87.10919992,82.96454753,75.87385691,69.73768743,70.17155096,86.35919118,75.24658524,81.95584169,78.59927467,84.05781961,69.95173071,69.80389788,83.35672933
40499,110010078034,94.37899785,93.47367957,90.27381695,85.90250628,86.56999368,92.68946147,78.39986798,93.20117447,88.86742383,94.34234052,86.45995471,85.64725547,96.5579866
40500,110010078041,88.05451073,98.3042983,93.98257672,91.77715449,92.38105941,95.67227509,71.96794643,94.81489914,93.84279514,94.73535826,92.52451504,91.37926898,95.70744915
40501,110010078042,72.15002634,93.88868311,92.15076658,89.06345716,89.73853163,90.53245599,60.88418687,93.37508415,92.28668317,93.23680045,89.79918973,88.65085566,88.23322749
40502,110010078043,80.74787864,91.94083261,85.73977392,80.42928647,81.04679787,93.51943302,75.83013483,89.50282072,86.37593531,89.62724078,80.91670216,80.16284579,87.2792918
40503,110010078061,75.10320754,90.79706181,84.99639145,78.76113246,79.37152568,90.77791322,60.93633707,86.72930592,89.95466999,90.35240304,79.2497065,78.546667,83.97778851
40504,110010078062,89.91008927,91.89280511,88.90895211,83.51916536,84.25089986,96.53316374,65.65653854,90.39471984,91.22778652,91.89696863,84.21091126,83.30048636,93.40060606
40505,110010078071,94.84980168,95.38966671,90.09220563,85.57603396,86.22925787,94.23608794,60.88691024,90.19528216,93.31996706,90.90188528,86.24242293,85.14988249,96.68581198
40506,110010078072,93.78805974,85.4732669,84.38219585,78.26811656,78.89765458,88.72536779,60.82664208,86.22155668,89.6617226,87.95211702,78.77277138,77.96882552,93.52641233
40507,110010078081,91.86300263,93.06281242,96.23642376,95.35738256,95.69609736,94.29532671,60.99904343,96.02121318,95.47521613,95.36198546,95.87288571,94.81988162,98.05762301
40508,110010078082,92.67551879,88.0716239,86.94195122,82.11533196,82.76047856,95.0246704,60.76894042,88.00275049,90.97850161,89.42670071,82.75014454,81.75227245,94.38191997
40509,110010078083,90.57162176,86.29437136,75.74246976,70.03930407,70.47259688,79.77681588,60.59528687,79.98706692,82.12354466,81.64152859,70.30032833,69.98069686,85.7559465
40510,110010078091,80.46896288,97.87284771,92.05890469,88.27287395,88.93474375,92.31863806,60.98075602,92.39992787,93.94069547,93.32312575,89.01217517,87.9133313,91.18396643
40511,110010078092,84.62995134,92.93291763,88.11996246,82.63086181,83.30773076,95.30071891,68.20669536,90.3052255,89.56686602,91.22675395,83.28762899,82.3908065,90.29808835
40512,110010079011,92.8462893,88.81869148,81.54513837,73.62427383,77.11983165,94.18836958,74.42641232,90.80244996,78.86696842,94.17953578,73.93243308,73.62777903,90.23382812
40513,110010079012,16.24488857,77.5379193,69.57352522,63.95079569,65.5211931,79.8728072,70.93817533,81.3231846,67.80402386,85.00816707,64.42637059,64.38585235,63.67139863
40514,110010079013,16.24488857,93.16898033,87.71414084,80.38591737,84.57456949,91.43345496,75.07228745,95.49601449,81.56806668,96.7736747,80.93467086,80.29122483,63.67139863
40515,110010079014,89.03434178,94.81287271,89.92827238,83.24028889,87.56339822,96.77045069,75.67441914,95.71882541,84.06927392,97.97744131,83.92663616,83.15805939,92.8405155
40516,110010079031,90.81571333,93.57833323,85.24999882,77.7908632,81.80950472,93.60367898,76.63583903,93.53282908,81.18249919,94.85618215,78.27241551,77.76620979,91.24126695
40517,110010080011,95.14156192,8.910728268,21.10863495,34.12640818,33.75441801,2.881782621,38.29725103,9.404178833,21.31538657,1.493050152,44.13132581,43.33733441,2.93064177
40518,110010080012,88.39377746,2.321718264,9.99461701,19.93690593,19.70897129,3.969044269,36.26314535,3.970058592,14.54991183,0.648567274,31.75309669,30.49220711,3.34000534
40519,110010080013,46.49416568,15.86930564,32.17163971,44.96576177,44.62877468,17.02230936,40.91575454,13.63001439,32.41847152,3.889321737,51.00801832,50.68396287,34.1658417
40520,110010080021,77.60794815,22.97480013,33.29245098,45.36724718,45.05639716,13.91356574,39.35405542,12.09751223,35.19694949,5.346694997,51.27620293,50.96058958,19.51548698
40521,110010080022,77.00465058,0.24814442,2.3759069,5.634925359,5.678768229,1.817611746,32.52230617,0.974327668,8.375103572,0.231942173,13.09361133,12.01821581,3.234857193
40522,110010081001,47.91932346,9.048569918,16.85771101,31.14943077,30.82871079,5.353871783,39.05861652,7.15422043,20.07058449,0.996338468,41.91064486,41.08435748,28.02958641
40523,110010081002,58.42447796,0.593844374,3.450051873,9.74262851,9.672293093,1.658188336,27.93434375,1.67650997,10.07900334,0.252002155,19.52395172,18.34424932,12.59485011
40524,110010081003,60.20441665,3.527463131,10.32103232,22.44506886,22.24284935,4.646763912,27.51703563,3.134154863,17.64258186,0.551933645,34.2426766,33.18669147,17.46310873
40525,110010082001,60.74223636,0.494336497,3.456458169,11.11194054,11.03434213,2.175724432,25.85276933,1.684732124,11.54861807,0.224977274,21.24550023,20.2462159,12.07420698
40526,110010082002,85.53028969,1.042395943,3.821965516,12.01769867,11.95448691,1.647514926,26.27152777,2.231316643,11.70051756,0.235618211,22.45738823,21.43882156,2.742281585
40527,110010083011,72.11263642,6.799844686,5.17284675,15.43992296,15.34457058,2.387640525,31.98728529,4.105900036,10.45923939,0.278150556,26.65904614,25.65177921,8.696175478
40528,110010083012,78.68496006,1.101974396,4.363499514,13.62846339,13.54588885,1.657727926,27.55724237,3.15511541,10.84101165,0.258255504,24.48364999,23.47902708,5.347885182
40529,110010083021,51.19860071,0.125041369,1.315595843,4.675197084,4.655687957,0.831366463,26.13821288,1.288291694,5.726063406,0.10298423,10.99382938,10.19145077,12.99537936
40530,110010084021,94.60084083,13.3393983,18.31223381,32.8674303,32.53813912,2.717845165,38.94546643,9.114657804,19.45874589,1.192014449,43.17259415,42.38315755,2.984945178
40531,110010084022,88.02759194,63.37063395,58.45697104,58.28056299,58.27736061,59.80864431,62.98526689,59.13226516,58.55727565,63.12766031,59.02994541,59.03019128,64.92988936
40532,110010084101,92.99674953,8.833407097,18.14595852,33.02536273,32.69205943,2.02932293,39.22730209,10.45804738,17.39644435,1.029115199,43.24476907,42.50284337,3.915776524
40533,110010087011,98.52111683,39.18323776,52.36947332,56.14882613,56.14056072,17.08989372,,47.63269802,42.80583612,15.70577959,57.59427678,57.5832226,16.69559948
40534,110010087012,94.87342246,79.18730348,69.22446912,64.73255101,64.65527394,87.5159291,,73.44661884,76.46976914,88.44843238,63.83520947,63.75524045,81.14033939
40535,110010087021,97.86063033,93.73432978,87.22978486,82.94612731,82.59460937,93.64074971,,88.82363362,91.80968484,97.93819661,79.35381279,78.50363587,96.80870528
40536,110010087022,99.70128339,67.49710857,64.85601878,61.8333528,61.7587144,70.73898565,,69.11437879,70.68908374,82.70142977,61.58620726,61.55565216,85.28688009
40537,110010088021,96.41984466,79.65133355,71.45585373,66.69975494,66.6287616,83.88744851,70.60724334,79.61515668,72.98233756,88.30511021,65.30817194,65.260941,85.4286249
40538,110010088022,97.82332394,91.55263232,87.63459308,83.77552909,83.43709965,96.15177223,74.49035366,93.25524039,83.52327779,97.70525113,79.96836646,79.26320504,97.00129117
40539,110010088023,95.80141035,90.11032265,81.98824382,76.94369403,76.74145135,91.75505882,72.50891638,88.88242552,81.12914177,95.47588897,73.65195226,73.31003973,92.61895696
40540,110010088024,90.89163396,87.76221514,79.66810002,74.51857057,74.28630735,84.27382179,72.13552806,86.52483312,80.19734767,93.8774355,71.50860933,71.28037992,86.91854716
40541,110010088031,97.49486734,99.07445132,98.01751004,97.87320665,97.74204785,98.79045567,76.79278469,97.73201657,96.85506518,99.71175543,96.38692181,95.41156857,99.49852117
40542,110010088041,94.72998566,91.63182901,86.7256914,83.48044314,83.13175929,92.45660838,74.05697645,91.79537975,86.55316495,96.82272105,79.71637928,79.00078748,94.52882733
40543,110010088042,95.63002188,95.12495025,91.82531497,90.47911232,90.15692102,97.28662624,75.65661094,94.83819798,90.51164972,98.13947445,86.81513107,85.83011326,97.19058515
40544,110010089031,95.1409211,97.24385477,93.71297632,89.57810502,93.23726745,98.53839553,77.35962141,96.45276468,90.56250879,98.62718841,90.41376076,89.3257156,97.78135742
40545,110010089032,81.36149886,88.84406065,87.72778117,80.96541721,85.16328197,89.65231862,76.59889743,93.00971779,85.47888095,95.97112542,81.56441464,80.84867527,87.88210036
40546,110010089041,90.52960707,99.73944369,98.51636152,97.54109143,98.82559693,97.89416834,81.44715656,98.75387238,94.74247101,99.55030641,97.90369298,97.30621169,98.49909536
40547,110010089042,95.00616893,89.94155356,80.99014515,73.43459771,76.92017521,94.62754322,74.84752373,89.85026113,80.06154494,93.8009027,73.71721514,73.46256689,91.95703699
40548,110010090001,75.80336037,78.51135554,90.97613029,86.17495847,90.31196357,92.98349488,77.26045765,91.33550253,90.37243802,94.30928027,87.01567356,85.90062636,88.19927307
40549,110010090002,79.4794634,81.94391027,87.7932002,81.80771206,86.03223919,95.19892968,75.39429448,88.58844404,87.91172359,93.02231717,82.56100441,81.59026643,87.46232908
40550,110010091021,94.42412093,84.20065797,77.00297658,72.36007774,72.16988364,85.85165362,70.8759119,80.56306218,80.68000212,89.89704113,69.86246854,69.57169624,88.40817614
40551,110010091022,97.24140337,98.55344328,96.86994373,97.06534018,96.88816324,98.5868928,74.59230562,96.17849747,97.15705511,99.33760323,95.25348487,94.16118162,99.27272717
40552,110010091023,91.92756376,94.61969112,90.89436488,89.13689893,88.81177384,94.47662926,73.54463926,91.65345782,91.69634624,97.19594129,85.47202065,84.44241779,94.84191396
40553,110010092011,89.809554,80.99960123,81.48791493,76.55855926,76.36638684,92.54405492,,82.68167495,84.1099774,95.628211,73.52049049,72.98796296,87.53256828
40554,110010092031,56.28148712,94.00430421,88.10742974,84.25800218,83.92787351,96.81622942,,88.1081349,93.35052866,98.36874998,80.70940668,79.71109433,77.45776747
40555,110010092032,95.30597939,91.24321868,82.35048385,77.22233422,77.00014492,94.69125913,,84.51959004,88.5022913,96.5452104,74.14115846,73.54288347,92.28643318
40556,110010092041,88.61151912,84.41988126,74.37677231,69.32535647,69.16001958,87.68245496,,77.71810824,81.06325357,92.08016748,67.43352075,67.20112223,81.5034458
40557,110010092042,98.14523392,94.84276971,94.27605051,93.18876307,92.91996235,97.47997866,,93.48619298,95.44754647,99.38010874,90.31121211,88.90745872,98.96217487
40558,110010093011,89.07926059,79.0946038,67.76001691,64.08983058,64.01889731,72.0319668,61.77870993,70.49427601,70.1242797,81.11900111,63.33945459,63.2532212,76.29335592
40559,110010093012,92.09340158,78.51050985,66.93292363,63.48048582,63.40710624,76.08507661,61.08637389,69.84749127,70.54114595,83.95392262,62.84671455,62.79681696,77.12213531
40560,110010093013,90.42969098,82.09695177,71.10460468,66.70982642,66.64536834,81.10745735,67.35709086,74.48142461,74.86785792,85.40906307,65.39865071,65.2590479,80.12198524
40561,110010093014,73.62032213,9.149604549,24.35964927,37.01585198,36.65955698,12.70833277,56.2270336,23.91066141,16.06085165,2.92317842,45.85010503,45.49547155,16.78802631
40562,110010093021,91.37622277,87.35404694,80.96770314,76.05455848,75.85706176,93.70326989,,83.10214041,85.61938832,94.10872435,72.97941856,72.54743372,88.31135898
40563,110010094001,59.25171047,87.96768058,76.82001224,70.11107941,72.98287381,84.0874767,63.14127772,78.39864039,76.8987668,87.6963117,70.6016358,70.19109367,73.64143907
40564,110010094002,83.87396317,90.87055451,81.83472747,74.91559721,78.54427325,91.82785532,68.81483234,83.70656841,82.52208895,92.0971956,75.56426055,74.84243446,85.53064942
40565,110010094003,46.66376124,91.48428418,80.37765623,73.48722854,76.97806114,89.60276275,63.15671708,81.98225135,80.49768401,89.98487551,74.07511025,73.46841952,71.87428573
40566,110010094004,16.24488857,83.43342949,71.49832345,65.76405584,67.72157517,81.46105058,62.43577413,74.20844362,73.14471245,83.96282645,66.26521884,66.0602558,63.67139863
40567,110010095011,79.05847815,99.71543055,98.06746653,98.23394761,98.12567807,99.02114226,72.59107439,94.66903898,91.24812576,99.3948571,97.14998141,96.11344976,95.0234946
40568,110010095012,70.37092602,83.62353715,79.36963455,74.64693795,74.43439392,92.3759356,,79.00995098,76.61602958,92.43216103,71.90376633,71.38678702,77.59538352
40569,110010095013,90.84644595,96.06179806,94.72263121,94.13334434,93.84474486,95.20986177,62.4934717,92.06934729,90.07680266,98.85805868,91.57417989,90.02771429,96.22998059
